1	0,85	0,82
2	0,76	0,73
3	0,77	0,69
4	0,27	0,83
5	0,67	0,73
6	0,77	0,78
7	0,56	0,77
8	0,60	0,79
9	0,40	0,64
10	0,18	0,84
11	0,47	0,79
12	0,33	0,76
13	0,55	0,79
14	0,85	0,86
15	0,71	0,80
16	0,86	0,78
17	0,44	0,87
18	0,08	0,83
19	0,77	0,70
20	0,60	0,66
21	1,00	0,78
22	0,37	0,79
23	0,00	0,00
24	0,52	0,69
25	0,86	0,83
26	0,40	0,75
27	0,27	0,00
28	0,72	0,71
29	0,72	0,84
30	0,55	0,84
31	1,00	0,84
32	0,83	0,88
33	0,60	0,61
34	0,44	0,78
35	0,00	0,86
36	0,73	0,89
37	0,83	0,85
38	0,66	0,86
39	0,17	0,81
40	0,79	0,78
41	0,58	0,93
42	0,83	0,76
43	0,91	0,80
44	0,55	0,00
45	0,84	0,81
46	0,56	0,51
47	0,68	0,74
48	0,28	0,72
49	0,80	0,66
50	0,83	0,00
51	0,07	0,79
52	0,61	0,82
53	0,92	0,78
54	0,86	0,78
55	0,83	0,90
56	0,13	0,87
57	0,00	0,86
58	0,58	0,86
59	0,28	0,57
60	0,70	0,75
61	0,19	0,90
62	0,67	0,00
63	1,00	0,79
64	0,12	0,84
65	0,81	0,73
66	0,68	0,76
67	0,78	0,77
68	0,64	0,80
69	0,46	0,76
70	0,85	0,83
71	0,84	0,82
72	0,67	0,73
73	0,28	0,81
74	0,71	0,65
75	0,72	0,00
76	0,20	0,00
77	0,84	0,82
78	0,57	0,82
79	0,66	0,77
80	0,79	0,89
81	0,81	0,81
82	0,00	0,83
83	0,70	0,88
84	0,47	0,81
85	0,31	0,81
86	0,83	0,81
87	0,54	0,78
88	0,46	0,84
89	0,46	0,74
90	0,87	0,87
91	0,21	0,87
92	0,20	0,00
93	0,47	0,77
94	0,84	0,83
95	1,00	0,87
96	0,86	0,81
97	0,54	0,73
98	0,57	0,85
99	0,84	0,85
100	0,73	0,82
101	0,73	0,84
102	0,31	0,75
103	0,73	0,88
104	0,49	0,00
105	0,83	0,00
106	1,00	0,00
107	0,72	0,78
108	0,09	0,75
109	0,61	0,68
110	0,51	0,76
111	0,87	0,78
112	0,98	0,74
113	0,82	0,71
114	0,78	0,83
115	0,59	0,75
116	0,96	0,74
117	0,79	0,85
118	0,82	0,87
119	0,67	0,85
120	0,80	0,81
121	0,81	0,77
122	0,58	0,65
123	0,60	0,73
124	0,43	0,68
125	0,60	0,79
126	0,56	0,78
127	0,91	0,69
128	0,47	0,87
129	0,82	0,87
130	0,56	0,79
131	0,96	0,72
132	0,13	0,72
133	0,67	0,00
134	0,64	0,80
135	0,67	0,89
136	0,86	0,86
137	0,71	0,81
138	0,67	0,87
139	0,86	0,76
140	0,80	0,83
141	0,75	0,86
142	0,83	0,80
143	0,00	0,00
144	0,79	0,78
145	0,56	0,83
146	0,57	0,62
147	0,99	0,88
148	0,95	0,87
149	0,11	0,84
150	0,84	0,69
151	0,33	0,60
152	0,60	0,90
153	0,78	0,81
154	0,86	0,79
155	0,09	0,82
156	0,60	0,86
157	0,57	0,84
158	0,40	0,83
159	0,45	0,57
160	0,15	0,00
161	0,56	0,72
162	0,56	0,86
163	0,55	0,80
164	0,20	0,85
165	0,86	0,87
166	0,60	0,81
167	0,87	0,76
168	0,10	0,80
169	0,62	0,00
170	0,77	0,78
171	0,39	0,79
172	0,73	0,77
173	0,82	0,70
174	0,84	0,77
175	0,85	0,85
176	1,00	0,73
177	0,65	0,81
178	0,86	0,85
179	0,97	0,83
180	0,87	0,85
181	0,66	0,81
182	0,12	0,83
183	0,47	0,68
184	0,17	0,00
185	0,99	0,80
186	0,60	0,80
187	0,40	0,00
188	0,60	0,82
189	0,57	0,73
190	0,59	0,68
191	0,57	0,85
192	0,13	0,81
193	0,96	0,79
194	0,53	0,91
195	0,44	0,72
196	0,84	0,75
197	0,85	0,77
198	0,46	0,83
199	0,24	0,85
200	0,60	0,89
201	0,48	0,85
202	0,85	0,79
203	0,73	0,78
204	0,79	0,00
205	0,93	0,84
206	0,82	0,59
207	0,94	0,83
208	0,73	0,85
209	0,81	0,72
210	0,97	0,72
211	0,64	0,78
212	0,99	0,79
213	0,87	0,87
214	0,68	0,69
215	0,76	0,00
216	0,00	0,00
217	0,83	0,69
218	0,87	0,87
219	0,11	0,86
220	0,68	0,75
221	0,59	0,71
222	0,09	0,88
223	0,87	0,82
224	0,32	0,74
225	0,94	0,87
226	0,60	0,90
227	0,80	0,71
228	0,17	0,81
229	0,83	0,00
230	0,81	0,82
231	0,68	0,86
232	0,87	0,70
233	0,60	0,87
234	0,87	0,79
235	0,83	0,84
236	0,51	0,78
237	0,80	0,72
238	0,67	0,71
239	0,00	0,00
240	0,96	0,90
241	0,58	0,79
242	0,59	0,90
243	0,61	0,78
244	0,04	0,70
245	0,98	0,67
246	0,87	0,87
247	0,59	0,89
248	0,53	0,74
249	0,86	0,79
250	0,59	0,81
251	0,83	0,82
252	0,62	0,76
253	0,56	0,87
