7.473	18,8	5.890	14,8	78,82	0,50
454	17,6	511	19,8	112,56	0,60
402	17,5	441	19,2	109,70	0,58
1.578	16,4	1.757	18,3	111,34	0,53
321	19,4	254	15,4	79,13	0,53
7.794	17,5	5.561	12,5	71,35	0,43
868	15,7	1.162	21,1	133,87	0,58
1.031	16,2	1.239	19,4	120,17	0,55
10.373	16,5	12.448	19,8	120,00	0,57
1.844	12,5	3.085	20,8	167,30	0,50
279	14,5	454	23,6	162,72	0,62
233	12,6	468	25,3	200,86	0,61
1.247	21,4	691	11,8	55,41	0,50
17.448	20,3	10.410	12,1	59,66	0,48
930	20,2	777	16,9	83,55	0,59
1.549	16,1	1.818	18,9	117,37	0,54
342	20,1	267	15,7	78,07	0,56
1.342	15,5	1.813	20,9	135,10	0,57
202	16,6	238	19,6	117,82	0,57
2.057	15,8	2.558	19,6	124,36	0,55
2.177	17,7	1.784	14,5	81,95	0,48
20.075	16,7	17.618	14,6	87,76	0,46
4.376	18,6	2.912	12,4	66,54	0,45
1.654	17,1	1.609	16,7	97,28	0,51
8.053	19,7	6.256	15,3	77,69	0,54
11.181	22,4	5.482	11,0	49,03	0,50
24.614	21,1	12.756	10,9	51,82	0,47
1.888	17,8	1.956	18,5	103,60	0,57
13.272	18,0	10.104	13,7	76,13	0,47
3.423	19,0	2.734	15,1	79,87	0,52
1.392	18,1	985	12,8	70,76	0,45
291	16,6	322	18,3	110,65	0,54
23.805	20,4	14.274	12,2	59,96	0,49
14.249	15,9	15.557	17,3	109,18	0,50
422	16,9	443	17,7	104,98	0,53
