894753	2	544	12060
896712	2	161	7308
897010	2	161	7308
897071	2	161	7308
897093	2	161	14920
901266	2	298	12562
904495	2	546	5814
905298	2	298	12562
905403	2	159	465
905876	2	526	14189
910589	2	586	13303
912345	2	173	8665
913412	2	288	1742
915475	2	621	13209
918173	2	215	14085
918974	2	649	1475
919738	2	500	14439
919752	2	457	14086
921042	2	500	14106
921311	2	564	10733
921677	2	216	1738
922921	2	634	7178
923983	2	285	14248
932360	2	641	10956
935729	2	544	12060
942319	2	562	7940
942598	2	186	14453
942806	2	791	2565
943281	2	285	14248
946595	2	625	6595
947732	2	625	6595
948341	2	625	6595
949038	2	625	6595
949274	2	625	8672
953875	2	411	11578
956055	2	625	6595
971826	2	493	9678
973009	2	469	4940
973093	2	503	620
977954	2	568	13610
982533	2	457	13813
983584	2	255	7120
986679	2	576	12566
988312	2	333	7034
988445	2	109	12939
989335	2	332	2318
990074	2	562	7976
1002576	2	625	8780
1004078	2	249	8692
1011355	2	158	14276
1011802	2	90	12125
1012080	2	238	783
1013477	2	403	13379
1013653	2	219	14457
1015140	2	186	14453
1015631	2	168	10888
1015656	2	562	7940
1015785	2	548	8143
1017601	2	309	11895
1017651	2	234	326
1020353	2	131	13432
1020475	2	459	13096
1020760	2	525	14021
1021775	2	255	11715
1021835	2	237	7853
1022066	2	255	13188
1022357	2	152	12035
1022880	2	566	13394
1023546	2	701	13763
1024354	2	676	8619
1024886	2	562	7976
1025102	2	553	5027
1025924	2	425	7095
1026842	2	429	14591
1027159	2	695	11573
1027251	2	474	13202
1027265	2	482	8784
1027386	2	294	7075
1027432	2	643	6866
1028616	2	279	14965
1028646	2	695	11573
1028907	2	301	7430
1029182	2	428	1672
1029800	2	157	8093
1030920	2	72	14126
1031066	2	395	7723
1031561	2	95	10084
1032355	2	279	11425
1032443	2	562	7940
1035764	2	279	11425
1036045	2	566	13394
1036137	2	566	13394
1036310	2	279	13915
1036463	2	180	8080
1036860	2	597	7271
1036915	2	129	2525
1038440	2	255	16816
1043715	2	625	6595
1046363	2	457	13799
1047741	2	338	7893
1051669	2	89	13597
1053108	2	550	843
1053220	2	92	13706
1064121	2	625	8374
1066381	2	110	13720
1067254	2	504	11400
1067427	2	279	11425
1067524	2	179	10771
1067848	2	286	1162
1067963	2	516	13034
1068102	2	258	765
1069040	2	181	10774
1069253	2	474	13202
1069865	2	454	8572
1070591	2	336	10534
1071372	2	557	13338
1072864	2	688	13269
1072972	2	510	831
1073383	2	77	9012
1073928	2	255	11715
1078664	2	77	14756
1078937	2	550	843
1079011	2	339	11882
1079262	2	405	16765
1079956	2	111	13169
1080343	2	351	8252
1082222	2	92	13706
1082380	2	255	7120
1082432	2	651	5088
1082506	2	266	13028
1082592	2	395	7723
1082676	2	255	13188
1082787	2	411	11578
1082816	2	98	12558
1083668	2	457	13819
1089841	2	411	11578
1091852	2	494	744
1092272	2	447	8242
1093896	2	531	10986
1094161	2	329	11948
1094628	2	325	11830
1094687	2	552	13644
1095974	2	237	7853
1096280	2	266	13028
1096399	2	279	13915
1097216	2	175	9037
1098397	2	279	11425
1100907	2	332	5850
1106027	2	409	3746
1106377	2	204	11241
1111217	2	625	6595
1111750	2	279	11425
1112954	2	279	11425
1117040	2	279	13915
1118516	2	269	2501
1120821	2	168	6915
1121792	2	625	8672
1122846	2	607	5035
1124350	2	625	6595
1126880	2	388	1777
1135454	2	395	7723
1136844	2	266	13028
1137084	2	279	11425
1138505	2	644	16394
1139790	2	625	8672
1141139	2	351	8252
1144491	2	351	8252
1144896	2	90	12125
1147461	2	625	6595
1149057	2	457	14086
1149498	2	279	11425
1150799	2	255	7120
1151648	2	249	13181
1152321	2	525	14021
1154213	2	625	8780
1154367	2	286	1162
1154377	2	625	8672
1155689	2	126	459
1155987	2	530	1012
1157667	2	236	11076
1158077	2	134	9671
1160534	2	625	6595
1162242	2	221	10605
1162294	2	562	7940
1163843	2	562	7940
1164934	2	621	13209
1165724	2	286	1162
1167004	2	279	11425
1168831	2	625	8386
1170350	2	665	14430
1170433	2	255	11715
1171153	2	447	8242
1173480	2	644	14410
1179267	2	625	8374
1180983	2	247	13910
1185350	2	279	11425
1187192	2	629	15163
1189190	2	255	7120
1191416	2	221	10605
1191517	2	671	13150
1193174	2	529	6757
1197651	2	191	13634
1197944	2	279	11425
1202289	2	169	7656
1202858	2	129	9032
1204067	2	266	13028
1205312	2	625	8672
1207459	2	351	8252
1210526	2	644	14410
1212030	2	279	13915
1212445	2	279	13915
1213224	2	204	11241
1215028	2	105	5353
1221675	2	279	11425
1229671	2	169	7656
1230318	2	90	11540
1232392	2	186	8695
1237969	2	279	14965
1239119	2	279	11425
1239263	2	359	6066
1243998	2	90	752
1247937	2	454	8572
1250457	2	582	13406
1255743	2	279	11425
1256983	2	95	10084
1257581	2	609	14012
1258430	2	255	7120
1260405	2	279	11425
1263343	2	625	8672
1265148	2	607	5035
1266492	2	625	6595
1271278	2	411	11578
1273927	2	625	8672
1274676	2	625	6595
1276542	2	645	14213
1280695	2	494	744
1282496	2	399	13661
1285386	2	607	6745
1288701	2	276	14257
1288729	2	396	677
1293464	2	2388	15703
1293651	2	648	14363
1295189	2	129	9032
1297312	2	214	7122
1298835	2	179	10771
1298870	2	373	13488
1298973	2	615	15669
1300505	2	395	7723
1302997	2	347	10768
1303167	2	574	9686
1303768	2	413	6568
1304063	2	237	15197
1304951	2	255	7124
1306487	2	625	6595
1308288	2	279	13915
1309073	2	324	13850
1309511	2	168	10888
1309970	2	298	12562
1310187	2	500	14439
1314924	2	350	14093
1315541	2	129	9032
1315576	2	324	13732
1315736	2	98	12558
1317360	2	529	6757
1317747	2	577	2502
1317926	2	176	12773
1320591	2	411	11578
1321538	2	395	7723
1323160	2	454	8572
1324132	2	351	8252
1324943	2	88	8231
1325331	2	530	1012
1327659	2	274	10997
1328453	2	396	677
1330392	2	477	9078
1330751	2	260	13186
1331430	2	80	1285
1331966	2	625	7821
1334532	2	619	8801
1335502	2	494	744
1335996	2	540	6764
1336230	2	716	12297
1336400	2	562	7940
1337547	2	395	7723
1337956	2	186	14453
1338207	2	255	7120
1339074	2	395	7723
1340166	2	689	13632
1340943	2	276	14257
1341466	2	651	5088
1343572	2	625	6595
1343906	2	252	10753
1346716	2	449	6478
1350243	2	173	8665
1353702	2	217	13288
1354022	2	358	13827
1354561	2	552	13644
1355932	2	377	14111
1357908	2	249	13181
1358691	2	249	14829
1359475	2	556	11990
1361200	2	266	13028
1362126	2	124	13528
1362250	2	488	6562
1362359	2	213	123
1362569	2	286	1162
1362666	2	620	6609
1363585	2	631	720
1363725	2	123	1309
1364787	2	515	4842
1365643	2	249	8692
1366194	2	494	744
1366853	2	329	12317
1367757	2	352	11154
1368537	2	469	4940
1368765	2	406	11828
1370330	2	470	13490
1371366	2	376	13069
1371750	2	411	11578
1375497	2	503	620
1375787	2	562	7940
1376493	2	576	12566
1377894	2	333	7034
1378263	2	255	11715
1378616	2	213	1177
1379216	2	316	7145
1380674	2	255	11715
1381661	2	515	4842
1381745	2	90	11540
1382355	2	548	8143
1383070	2	140	12613
1385183	2	268	9414
1385690	2	327	13519
1386511	2	644	14410
1386870	2	477	9078
1388608	2	307	11214
1395492	2	260	13186
1396821	2	244	4824
1397163	2	625	8780
1398193	2	2388	11035
1399348	2	644	14410
1399815	2	195	11618
1404694	2	88	8231
1405880	2	253	13757
1408050	2	103	170
1410497	2	358	13827
1412098	2	358	13827
1412418	2	594	7764
1413545	2	203	8615
1417758	2	607	5035
1421431	2	173	8665
1421657	2	329	12317
1421710	2	103	170
1422083	2	620	6609
1422576	2	459	13096
1423761	2	324	13850
1424669	2	644	14410
1425818	2	459	13096
1428493	2	369	12914
1429765	2	339	11882
1433288	2	279	14965
1437059	2	651	5088
1437795	2	279	11425
1441272	2	360	1145
1443224	2	203	8618
1445727	2	644	14410
1445830	2	403	13379
1446008	2	559	1732
1446110	2	501	954
1446314	2	644	14410
1448509	2	672	12023
1449078	2	625	6595
1449637	2	592	5090
1450735	2	360	1145
1451429	2	185	10941
1453209	2	625	8672
1457504	2	255	11715
1457591	2	255	11715
1461801	2	597	8636
1462480	2	221	12805
1463646	2	360	1145
1465145	2	411	6031
1477084	2	625	8780
1480448	2	120	2621
1482799	2	172	1515
1483981	2	632	13887
1484259	2	494	744
1485003	2	186	14453
1487115	2	388	1777
1488812	2	607	5035
1490319	2	279	11425
1491928	2	137	8856
1496070	2	278	6039
1496593	2	279	13915
1497748	2	329	12317
1500456	2	411	11578
1501337	2	411	9007
1501921	2	457	14086
1502046	2	457	13813
1502117	2	457	13813
1502644	2	457	13772
1505116	2	529	6757
1506183	2	575	7730
1506379	2	325	11830
1513509	2	325	11830
1513923	2	381	8630
1516019	2	186	13967
1516294	2	221	13873
1518467	2	506	11819
1525315	2	131	11033
1527765	2	325	11830
1530160	2	325	11830
1534707	2	522	746
1535585	2	432	11279
1539453	2	221	13873
1539827	2	457	14659
1539993	2	286	1162
1540606	2	457	13771
1541280	2	387	13234
1541853	2	553	5027
1542620	2	651	5088
1542960	2	457	13788
1543457	2	88	8231
1544700	2	165	779
1544887	2	457	14086
1544891	2	646	8243
1545056	2	322	13842
1549057	2	661	3840
1549624	2	545	578
1550095	2	651	5088
1550808	2	168	10888
1551484	2	255	7120
1552309	2	411	11578
1552988	2	625	8374
1554557	2	237	7853
1554807	2	562	7940
1555092	2	255	7120
1555502	2	279	11425
1555559	2	279	11425
1556550	2	255	11715
1556997	2	351	8252
1558106	2	237	7853
1558228	2	457	13799
1558505	2	97	8606
1558702	2	607	5035
1559026	2	173	8665
1560817	2	255	7120
1561122	2	791	2565
1564415	2	791	2565
1564852	2	791	2565
1564858	2	791	2565
1566126	2	457	14086
1567035	2	161	7308
1567980	2	169	7656
1571439	2	255	11715
1571808	2	403	13379
1572151	2	173	8665
1572591	2	511	16667
1573663	2	129	9032
1574309	2	241	13387
1574877	2	225	4852
1575030	2	791	2565
1575031	2	791	2565
1575102	2	791	2565
1575751	2	566	13394
1585823	2	620	4117
1586071	2	457	14714
1587715	2	457	14086
1587936	2	111	13168
1588327	2	607	5035
1588626	2	249	8692
1589133	2	279	13915
1590767	2	301	7430
1590851	2	279	13915
1591033	2	457	13799
1592248	2	213	1177
1592840	2	236	11076
1593129	2	249	16105
1593773	2	385	10064
1594184	2	195	11618
1598356	2	619	8801
1598653	2	225	4852
1599001	2	285	14248
1599187	2	406	11828
1599878	2	279	11425
1602038	2	325	11830
1603205	2	325	11830
1604418	2	651	5088
1607808	2	268	15819
1615779	2	255	7124
1618936	2	625	6595
1622970	2	625	11647
1631144	2	625	6595
1632364	2	625	8672
1638280	2	619	8801
1640513	2	553	5027
1640810	2	255	7120
1648248	2	285	14248
1648586	2	407	706
1649573	2	651	5088
1650960	2	168	10878
1653584	2	429	14591
1654352	2	186	14453
1654776	2	428	1672
1657148	2	279	13915
1659303	2	278	6039
1660158	2	95	10084
1660559	2	219	14457
1663158	2	625	6595
1666292	2	279	11425
1669097	2	221	13873
1669232	2	168	10878
1669862	2	235	606
1670423	2	562	7940
1670919	2	395	7723
1671451	2	679	12844
1671515	2	269	8123
1672217	2	279	14965
1672980	2	325	11830
1675261	2	279	14965
1676471	2	92	13706
1676717	2	158	14273
1678568	2	279	11425
1678616	2	634	7178
1679608	2	62	7265
1683836	2	679	12844
1684854	2	280	4958
1685382	2	279	13915
1686421	2	176	12773
1687229	2	475	13607
1687876	2	266	13028
1688638	2	325	11830
1689411	2	133	14378
1690744	2	526	14189
1691294	2	368	8317
1691493	2	145	8030
1691869	2	325	11830
1692944	2	566	13394
1694695	2	409	3746
1694997	2	509	8509
1695186	2	368	8317
1695188	2	221	10605
1695215	2	327	13519
1695527	2	409	3746
1695892	2	454	8572
1697242	2	111	13168
1697447	2	266	13028
1697664	2	261	8162
1697679	2	111	13168
1697959	2	203	8615
1699283	2	409	3746
1700607	2	118	7472
1701085	2	111	13168
1701768	2	133	14378
1702189	2	161	6856
1703284	2	161	6856
1704111	2	173	8665
1704273	2	477	14622
1705059	2	406	11828
1707118	2	325	11830
1709203	2	161	6856
1709987	2	399	13661
1710249	2	401	13461
1711370	2	161	7308
1712466	2	89	13597
1712821	2	464	8655
1713461	2	635	1193
1716215	2	457	13799
1716448	2	457	14651
1717224	2	657	8580
1717405	2	530	1012
1717521	2	457	4897
1717549	2	619	8801
1717712	2	591	8007
1719098	2	457	14236
1720000	2	586	13303
1720078	2	373	13488
1721948	2	641	10956
1722151	2	190	8181
1722779	2	169	7656
1723855	2	279	11425
1724248	2	600	4962
1724293	2	255	7120
1724324	2	255	11715
1724748	2	255	11715
1729578	2	154	10802
1730215	2	277	6574
1731564	2	254	14268
1731606	2	619	8801
1731623	2	352	11154
1732521	2	405	13943
1732532	2	372	13380
1733240	2	154	10802
1735594	2	457	13821
1737154	2	457	13799
1740754	2	151	14009
1742631	2	478	10578
1742635	2	457	13799
1742856	2	151	14009
1743072	2	225	4852
1744627	2	651	5088
1745014	2	252	10753
1751877	2	368	8317
1752836	2	458	809
1753144	2	660	7804
1753609	2	688	13269
1753679	2	238	783
1754038	2	279	14630
1755850	2	105	5353
1756157	2	279	13915
1756821	2	188	11872
1757880	2	468	9588
1761679	2	385	10064
1763237	2	468	13598
1764281	2	339	11882
1769592	2	457	13821
1769733	2	500	12685
1769875	2	457	13799
1771662	2	508	558
1771736	2	266	13028
1772344	2	356	13370
1772965	2	325	11830
1773735	2	339	11882
1774647	2	249	13181
1774905	2	213	1177
1776785	2	325	11830
1777205	2	352	11154
1779416	2	634	7178
1779461	2	217	13288
1779725	2	428	1672
1780072	2	562	7940
1780760	2	304	7873
1781257	2	605	2261
1782275	2	457	13772
1782571	2	457	13799
1782990	2	428	1672
1783004	2	457	13792
1783801	2	173	8665
1786116	2	562	7940
1787718	2	255	11715
1788925	2	428	1672
1788948	2	625	6595
1790549	2	625	6595
1791459	2	377	14111
1795422	2	145	8030
1796139	2	322	13842
1796626	2	291	12963
1797233	2	692	9026
1798585	2	351	8252
1798699	2	500	8429
1800881	2	503	620
1801653	2	411	11578
1802203	2	214	7122
1803532	2	225	4852
1805739	2	180	8080
1805926	2	277	6574
1807827	2	285	14248
1807933	2	406	11828
1820781	2	325	11830
1822232	2	474	13202
1823039	2	255	11715
1823536	2	648	14363
1823905	2	261	8162
1824339	2	255	7124
1825818	2	255	7120
1827584	2	457	13788
1828142	2	295	14246
1831764	2	255	7120
1831953	2	428	15651
1833891	2	640	2407
1835747	2	428	1672
1835877	2	477	14622
1836114	2	553	5027
1837125	2	151	14009
1839810	2	648	14363
1839877	2	255	7120
1840070	2	428	1672
1840381	2	286	1162
1840897	2	279	13915
1841356	2	279	14965
1841730	2	331	695
1842168	2	456	13447
1842882	2	355	8069
1843432	2	474	13202
1844504	2	89	13597
1845672	2	301	7430
1850388	2	111	13168
1850872	2	566	13394
1851449	2	385	10064
1852271	2	411	11578
1854872	2	538	7680
1856295	2	696	13201
1857817	2	179	10771
1857848	2	640	2407
1858076	2	279	13915
1860112	2	118	7472
1860167	2	92	13706
1863337	2	424	13428
1863783	2	296	566
1864455	2	489	13708
1865087	2	86	13546
1865819	2	649	1475
1866223	2	325	11830
1866468	2	339	11882
1870028	2	339	11882
1870891	2	464	8655
1871005	2	329	11948
1871199	2	404	14311
1871264	2	214	7122
1871422	2	411	11578
1871705	2	255	7120
1873766	2	651	5088
1873773	2	221	10605
1874496	2	265	2762
1875683	2	213	1177
1875958	2	279	13915
1876042	2	371	13310
1876429	2	259	8195
1879996	2	597	15192
1882638	2	457	14692
1882690	2	429	14591
1883016	2	519	16499
1884072	2	325	11830
1884977	2	530	1012
1885610	2	325	11830
1885994	2	482	8784
1888527	2	722	13396
1888796	2	286	1162
1889465	2	440	9980
1889750	2	221	13873
1891226	2	363	13978
1893236	2	233	14771
1893796	2	457	14714
1895793	2	100	470
1896133	2	651	5088
1896648	2	237	7853
1897424	2	651	5088
1897519	2	651	5088
1897979	2	661	3840
1898816	2	457	14086
1899623	2	597	7271
1900024	2	131	13432
1901096	2	457	4897
1902915	2	249	13181
1903609	2	468	14893
1903699	2	358	13827
1904234	2	232	15506
1905177	2	111	13169
1905784	2	325	11830
1905845	2	325	11830
1907012	2	487	8414
1907419	2	221	12921
1907649	2	443	7336
1907811	2	186	15805
1908474	2	351	8252
1909027	2	403	13379
1911297	2	255	7120
1911415	2	619	8801
1912630	2	301	7430
1927028	2	544	12060
1927434	2	638	941
1928603	2	93	13548
1928943	2	204	11241
1929643	2	277	6574
1931063	2	307	11214
1931721	2	221	13873
1932116	2	651	5088
1932605	2	457	14651
1933127	2	599	6974
1934068	2	223	7963
1936347	2	255	7120
1936363	2	255	7120
1936497	2	257	7651
1938464	2	255	7120
1939360	2	651	5088
1939386	2	399	13661
1940331	2	168	10878
1941008	2	625	6595
1942564	2	501	954
1942582	2	255	7124
1943365	2	329	12317
1943381	2	266	13028
1943389	2	266	13028
1944150	2	279	11425
1945133	2	266	13028
1945142	2	266	13028
1946097	2	648	14363
1946573	2	403	13379
1946813	2	191	13634
1947279	2	619	8801
1949637	2	651	5088
1949660	2	651	5088
1949694	2	249	7108
1949809	2	575	7730
1950311	2	266	13028
1951763	2	619	8801
1957373	2	205	13847
1958583	2	619	8801
1959251	2	344	7801
1961380	2	161	6856
1961442	2	173	8665
1962026	2	311	13704
1963469	2	619	8801
1965189	2	446	1714
1968437	2	254	14268
1968964	2	446	1714
1976117	2	446	1714
1976932	2	301	7430
1977229	2	325	11830
1977317	2	161	7308
1977838	2	161	6856
1978256	2	255	11715
1978496	2	161	6856
1978525	2	679	12844
1978916	2	161	7308
1979220	2	161	7308
1979699	2	301	7430
1981045	2	654	13508
1981198	2	266	13028
1982345	2	652	14129
1982692	2	369	12914
1983740	2	541	11225
1984153	2	225	4852
1984587	2	279	11425
1985008	2	279	13915
1986361	2	651	5088
1986471	2	225	4852
1986505	2	161	7308
1987078	2	651	5088
1987944	2	111	16251
1988057	2	266	13028
1988455	2	266	13028
1991765	2	464	8655
1992065	2	238	783
1992924	2	504	11400
1994132	2	238	783
1994172	2	561	8841
1994315	2	111	13168
1995537	2	255	7120
1995592	2	261	8162
1996485	2	327	13519
1998047	2	279	14965
1998125	2	161	7308
1998590	2	95	10084
1999985	2	279	11425
2001161	2	325	11830
2001903	2	656	6423
2002428	2	221	7904
2002577	2	607	5035
2002666	2	325	11830
2003457	2	530	1012
2003851	2	95	10084
2004351	2	629	12524
2004755	2	532	11815
2004962	2	457	14086
2005100	2	231	627
2005265	2	322	13842
2006435	2	325	11830
2007242	2	661	3840
2007432	2	490	5143
2008025	2	650	3903
2008921	2	685	1764
2009278	2	612	6353
2009737	2	395	7723
2010020	2	255	7120
2010260	2	279	11425
2013328	2	74	13954
2014453	2	251	4192
2016749	2	85	11994
2017230	2	86	13546
2017231	2	86	13546
2017400	2	86	13546
2017637	2	88	8231
2021067	2	92	13706
2021480	2	95	10084
2021867	2	95	10084
2022397	2	95	10084
2023408	2	98	12558
2023628	2	100	470
2024262	2	255	11715
2024466	2	457	14714
2024738	2	103	12890
2025477	2	105	5353
2026788	2	114	7691
2030110	2	129	14177
2030167	2	129	9032
2031781	2	556	11990
2035718	2	131	4946
2037508	2	134	9671
2038049	2	134	9671
2039785	2	118	7472
2041692	2	138	7214
2041979	2	140	12613
2042494	2	140	12613
2042645	2	140	12613
2043689	2	142	461
2047898	2	154	10802
2047922	2	154	10802
2047992	2	154	10802
2047995	2	154	15836
2049224	2	161	7308
2049313	2	161	7308
2049379	2	161	7308
2049516	2	161	6856
2049607	2	161	7308
2049647	2	161	6856
2049786	2	161	6856
2049892	2	161	7308
2051891	2	167	12364
2052515	2	168	9579
2052827	2	168	10888
2053643	2	172	1515
2056155	2	173	8665
2056353	2	173	8665
2057841	2	173	8665
2058437	2	173	8665
2058783	2	173	8665
2058939	2	173	8665
2060122	2	173	8665
2060864	2	705	10407
2062300	2	173	8665
2065890	2	352	11154
2067254	2	173	8665
2068820	2	175	9037
2069932	2	179	10771
2072411	2	183	14333
2074822	2	186	15079
2077146	2	186	15079
2078839	2	186	14453
2079414	2	249	8692
2079571	2	186	15079
2082604	2	197	12620
2083659	2	204	11241
2084926	2	211	14755
2086769	2	215	14085
2086891	2	217	13288
2090489	2	221	13873
2090744	2	221	13873
2091561	2	221	13873
2091797	2	221	13873
2092135	2	221	10605
2092820	2	221	13873
2093084	2	221	10605
2093444	2	221	13873
2093484	2	221	13873
2095816	2	221	13873
2096855	2	225	4852
2096968	2	625	6595
2096983	2	225	4852
2097161	2	225	11544
2097449	2	679	12844
2100816	2	236	11076
2102673	2	612	6353
2104506	2	249	13181
2106005	2	249	8692
2106106	2	249	13181
2109657	2	255	7120
2110457	2	255	11715
2110606	2	256	13987
2112259	2	260	13186
2112977	2	266	13028
2112993	2	266	13028
2113032	2	266	13028
2113050	2	266	13028
2113111	2	266	13028
2114894	2	274	14124
2116912	2	277	6574
2117033	2	277	6574
2119259	2	278	6039
2119736	2	278	6039
2128088	2	279	13915
2128436	2	279	11425
2133518	2	279	13765
2133974	2	279	11425
2135393	2	286	1162
2137853	2	150	8879
2137869	2	286	1162
2141048	2	203	8615
2141395	2	298	12562
2148332	2	320	14676
2148683	2	321	5113
2153830	2	324	13850
2155801	2	325	11830
2155976	2	325	11830
2157205	2	326	11904
2158375	2	329	12317
2158377	2	329	12317
2159510	2	400	9082
2160022	2	332	2318
2164330	2	332	2318
2165268	2	333	7034
2166195	2	335	12365
2169329	2	341	14161
2173298	2	161	6856
2174799	2	349	12117
2175566	2	351	8252
2175697	2	351	8252
2178953	2	360	1145
2182467	2	366	8156
2182616	2	368	8317
2182646	2	368	8317
2184244	2	371	13310
2185715	2	371	13310
2186394	2	95	10084
2187371	2	373	13488
2188340	2	375	700
2188484	2	376	13069
2188694	2	557	13338
