4	7	7	3	3	3	3	3	3	0	0	0	0	0	-1	1	1	1	0	0	0	0	0	0	439	513	167	-1	-1	-1	1218	935	894	37	40	41	112	106	108
2	1	1	0	0	1	0	0	0	2	1	0	0	0	-1	0	0	1	0	0	0	0	0	0	-1	-1	19	-1	-1	-1	426	362	305	38	39	31	21	20	22
9	12	10	4	4	4	3	3	3	7	6	4	5	4	6	1	1	1	1	1	1	0	0	0	127	127	143	110	103	101	5633	5.161	4.630	566	578	592	467	492	511
10	7	4	3	3	3	1	1	3	3	2	0	1	0	1	1	1	1	0	0	0	0	0	0	372	299	299	-1	-1	-1	1185	1.002	944	89	87	91	80	80	90
38	46	38	5	5	4	9	7	6	3	4	3	13	10	13	4	4	4	1	1	1	0	1	1	434	555	759	6	33	54	12158	12.765	12.004	1.748	1.812	1.864	1.740	1.760	1.728
9	7	7	4	5	5	2	2	2	3	2	1	5	3	3	1	1	1	1	1	1	0	0	0	400	481	158	65	54	79	3602	3.243	2.969	325	314	339	330	351	364
3	4	4	3	3	3	1	1	1	0	0	0	0	0	-1	1	1	1	0	0	0	0	0	0	191	214	245	-1	-1	-1	1059	903	847	36	38	41	63	66	66
3	5	3	3	3	3	0	0	1	0	2	0	1	0	-1	1	1	1	0	0	0	0	0	0	-1	33	28	-1	-1	-1	307	294	254	16	14	12	17	22	25
18	21	17	5	6	5	2	2	3	9	13	10	6	7	5	1	1	1	0	0	1	0	0	0	1363	1275	894	-1	-1	41	6996	5.846	5.490	344	359	396	570	627	695
30	24	13	7	7	6	6	6	4	3	4	2	8	6	3	4	5	4	1	1	1	1	1	1	35	32	38	384	280	191	8488	7.218	7.225	780	872	938	912	978	1.031
6	13	9	3	4	4	2	2	2	2	8	7	3	2	2	1	1	1	0	1	1	0	0	0	44	23	32	-1	3	20	5013	4.170	3.988	337	359	374	322	344	371
15	15	17	3	3	4	5	4	4	5	6	5	6	6	6	1	1	1	0	0	1	0	0	0	166	65	74	-1	-1	3	2348	2.312	2.104	195	188	182	160	171	190
21	25	20	8	9	7	6	8	7	5	5	5	11	9	13	4	4	4	2	1	2	1	1	1	282	307	300	-1	310	305	39649	37.398	35.963	4.466	4.667	4.749	3.667	3.774	3.897
3	7	4	2	2	2	0	1	1	0	1	0	0	0	-1	0	1	1	0	0	0	0	0	0	-1	-1	36	-1	-1	-1	259	200	193	3	4	9	8	13	10
6	9	10	1	1	3	1	1	1	2	1	0	2	2	2	1	1	1	0	0	0	0	0	0	389	196	109	-1	-1	-1	1347	1.126	1.057	78	76	75	205	197	202
4	4	4	2	2	2	0	0	0	1	0	0	0	0	-1	1	1	1	0	0	0	0	0	0	7	11	13	-1	-1	-1	1252	891	835	30	30	22	39	35	37
11	14	15	4	4	5	4	4	6	2	1	2	6	6	7	1	1	1	0	0	1	0	0	0	307	638	118	-1	-1	7	3124	2.702	2.439	153	159	158	225	235	245
4	4	4	2	2	2	0	0	0	1	1	0	0	0	-1	1	1	1	0	0	0	0	0	0	102	122	124	-1	-1	-1	469	368	307	13	14	11	48	55	53
2	2	2	3	2	2	1	1	1	2	2	2	2	1	1	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	926	855	775	36	33	36	42	40	44
9	9	9	5	5	6	5	5	5	4	3	1	6	5	4	1	1	1	1	1	1	0	0	0	75	61	115	27	41	38	4960	3.741	3.216	248	250	245	485	500	502
10	16	8	4	5	3	3	3	2	3	6	2	2	2	2	1	1	1	0	0	0	0	0	0	283	317	327	-1	-1	-1	1930	1.691	1.535	119	121	128	103	108	116
7	8	7	0	1	1	1	0	0	2	2	2	0	0	-1	1	1	1	0	0	0	0	0	0	-1	-1	2500	-1	-1	-1	867	736	658	71	69	71	53	56	56
7	4	4	2	2	2	0	0	0	3	0	0	0	0	-1	1	1	1	0	0	0	0	0	0	-1	173	45	-1	-1	-1	1151	1.053	957	66	66	64	77	72	74
5	6	6	4	4	4	3	3	3	0	0	0	2	4	3	1	1	1	1	1	1	0	0	0	103	118	185	45	37	40	3101	2.826	2.651	256	268	257	236	254	277
