2011	12	57	279	349
2011	1	12	22	35
2011	18	154	245	417
2011	5	21	47	72
2011	14	77	212	303
2011	0	13	25	39
2011	2	9	18	29
2011	21	101	353	475
2011	5	5	43	53
2011	0	7	25	32
2011	1	9	12	22
2011	16	42	128	187
2011	2	6	31	39
2011	8	15	69	92
2011	1	7	26	35
2011	14	91	204	309
2011	1	3	28	32
2011	0	2	9	11
2011	91	539	1776	2407
2011	43	84	260	387
2011	4	23	43	70
2011	29	119	523	671
2011	2	16	28	47
2011	65	174	412	652
2011	16	128	189	334
2011	5	15	72	93
2011	5	13	27	46
2011	109	210	392	711
2011	8	6	16	30
2011	31	93	198	322
2011	14	20	123	157
2011	148	525	1333	2006
2011	45	98	190	334
2011	4	16	39	59
2011	2	16	81	100
2011	0	5	14	19
2011	96	370	1257	1723
2011	66	157	594	818
2011	1	8	13	22
2011	8	28	74	111
2011	9	11	28	48
2011	0	37	125	162
2011	8	21	61	90
2011	62	106	545	713
2011	100	219	536	855
2011	5	4	15	24
2011	48	146	639	833
2011	139	314	872	1325
2011	10	77	182	269
2011	9	7	42	58
2011	5	26	67	98
2011	66	128	578	771
2011	10	51	98	159
2011	0	0	0	0
2011	5	22	93	120
2011	17	30	68	116
2011	11	36	26	74
2011	1	13	51	66
2011	35	92	286	414
2011	6	12	220	238
2011	23	32	57	112
2011	12	34	55	101
2011	74	268	745	1087
2011	28	90	226	344
2011	121	353	1524	1998
2011	14	67	179	260
2011	33	187	445	666
2011	366	674	2627	3667
2011	36	76	491	603
2011	3	8	19	30
2011	8	37	114	159
2011	90	94	515	698
2011	8	26	81	115
2011	70	451	1112	1632
2011	25	128	191	344
2011	8	21	81	109
2011	11	48	161	220
2011	23	47	118	187
2011	52	149	462	663
2011	15	35	124	175
2011	9	17	52	79
2011	1	0	6	7
2011	0	4	47	52
2011	16	67	124	208
2011	0	4	11	14
2011	145	153	816	1114
2011	114	238	1051	1402
2011	4	15	64	83
2011	3	11	31	46
2011	11	125	267	404
2011	40	55	229	325
2011	8	43	131	181
2011	5	55	123	183
2011	2	7	25	34
2011	3	0	45	48
2011	28	148	293	469
2011	38	86	377	501
2011	11	45	152	208
2011	78	134	205	417
2011	3	36	106	146
2011	3	1	21	25
2011	84	207	575	866
2011	6	20	25	51
2011	68	135	487	689
2011	13	52	160	225
2011	12	49	75	137
2011	33	69	190	292
2011	4	5	45	55
2011	923	1897	6834	9654
2011	48	124	488	660
2011	70	113	482	665
2011	4	6	39	49
2011	5	27	98	131
2011	4	15	44	63
2011	5	74	173	251
2011	0	6	30	36
2011	12	4	27	42
2011	86	159	443	688
2011	17	84	209	310
2011	58	135	461	653
2011	109	180	722	1011
2011	358	769	2365	3492
2011	6	47	106	160
2011	20	35	109	164
2011	15	16	24	55
2011	20	52	94	167
2011	63	130	906	1099
2011	2	11	54	67
2011	6	13	55	75
2011	9	43	141	194
2011	21	103	364	488
2011	40	43	148	231
2011	14	43	131	187
2011	10	24	94	128
2011	3	20	58	81
2011	10	36	124	171
2011	6	18	37	61
2011	40	102	201	343
2011	16	48	132	197
2011	13	42	167	222
2011	8	13	75	97
2011	5	14	29	49
2011	2	10	34	46
2011	19	119	298	436
2011	13	37	63	113
2011	249	463	1552	2264
2011	29	55	319	403
2011	7	19	103	130
2011	0	13	17	30
2011	69	123	332	524
2011	52	145	618	815
2011	64	149	241	454
2011	11	55	150	216
2011	323	681	2753	3757
2011	3	4	13	20
2011	32	75	127	235
2011	2	13	42	57
2011	4	67	270	342
2011	2	11	14	26
2011	8	27	71	106
2011	24	129	421	574
2011	4	42	137	182
2011	9	20	69	98
2011	6	27	48	82
2011	36	69	145	250
2011	20	43	111	175
2011	0	9	22	31
2011	2	6	22	30
2011	234	641	1846	2722
2011	29	92	351	472
