16,4	20,18
16,41	17,63
18,98	17,42
23,34	8,39
15,29	21,51
13,29	23,08
17,83	14,78
19,2	17,61
20,35	12,88
25,21	7,97
22,11	9,02
15,65	19,27
17,46	18,12
18,78	16,21
19,25	14,24
21	11,54
16,91	17,09
17,87	14,5
20,09	15,59
20,96	12,47
21,35	14,97
19,02	13,81
17,55	14,03
23,33	13,64
23,16	12,37
17,58	18,74
20,85	13,69
18,08	18,39
22,02	13,39
18,54	15,76
21,26	12,57
18,96	14,36
16,62	10,62
21,85	10,21
22,37	10,52
22,5	9,57
21,87	13,08
20,27	14,52
20,77	13,94
20,86	10,38
20,96	8,87
18,94	14,66
19	17,36
18,57	9,95
21,97	9,82
17,9	16,52
20,45	14,38
18,49	13,68
22,17	12,37
21,12	12,67
19,43	16,42
20,34	11,35
19,57	14,35
21,63	13,98
21,93	16,45
20,74	18,78
16,58	16,67
22,76	9,28
19,29	11,57
17,73	16,21
16,69	20,54
18,34	15,56
21,32	13,82
21,45	9,52
21,76	11,36
17,98	16,47
24,38	12,75
21,86	10,95
19,44	11,4
18,83	14,65
13,72	17,78
21,33	14,01
21,29	11,42
15,74	18,91
19,27	15,38
22,68	15,82
21,31	16,34
23,71	8,37
21,32	12,24
23,21	11,43
25	7,53
16,71	15,71
26,76	11,86
17,42	15,94
22,06	15,58
20,84	12,94
19,8	14,06
24,83	7,51
22,07	12,99
24,59	12,32
18,9	12,37
24,33	10,11
17,47	10,85
22,17	13,98
19,15	14,2
20,36	11,84
22,31	8,88
18,67	15,66
19,63	14,5
18,16	15,17
20,72	12,69
18,59	11,47
23,39	13,17
19,82	11,48
16,28	17,74
20,6	12,86
22,61	7,9
21,18	12,71
21,42	11,9
18,82	13,91
22,73	12,06
18,65	15,87
21,23	11,31
18,49	13,9
21,2	14,78
19,16	12,4
18,24	14,55
16,73	16,87
23,23	14,53
24,01	11,35
18,25	18,74
19,4	15,22
10,1	10,52
23,78	10,09
20,7	12,12
20,04	12,22
18,79	13,24
18,87	14,59
17,92	15,5
20,66	13,97
16,05	17,95
21,25	8,36
17,71	15,74
20,14	18,01
22,34	8,62
19,27	13,59
21,47	15,03
19,84	16,55
21,17	12,51
15,81	19,42
16,27	19,61
15,75	20,22
22,04	11,61
20,56	11,09
19,52	15,4
14,94	11,37
19,54	14,24
16,65	16,44
18,26	16,59
18,12	15,01
17,82	15,26
18,39	14,83
18,16	13,41
20,78	9,78
15,88	16,86
16,67	17,24
18,65	17,01
21,74	12,44
20,51	13,64
16,7	19,1
25,69	12,79
15,93	15,92
19,67	16,24
17,49	14,9
18,84	16,8
18,51	15,55
21,63	11,55
18,95	13,32
18,15	14,74
21,86	12,02
16,06	19,78
21,72	15,72
17,06	16,52
16,84	16,15
17,15	16,58
18,04	15,46
15,97	19,94
21,95	10,21
19,92	16,1
22,6	10,33
20,37	12,77
19,99	12,61
15,49	20,74
22,83	11,03
22,18	11,59
19,34	19,01
20,05	14,72
14,14	20,03
14,62	20,16
19,35	12,58
17,8	16,84
25,78	8,65
14,22	24,13
18,71	16,1
21,47	11,7
18,55	14,6
16,85	20,01
21,78	11,25
19,67	13,33
18,65	12,27
22,82	10,55
18,74	15,51
18,41	14,53
20,2	16,16
19,18	19,99
18,59	15,98
20,23	12,8
17,81	16,66
21,24	9,26
19,34	13,21
20,86	11,11
16,42	22
15,55	18,63
19,87	14,64
21,18	14,62
18,82	14,32
13,96	16,31
16,9	17,07
21,23	7,99
16,19	20,55
18,38	18,13
22,05	13,21
19,7	13,92
21,26	14,22
18,43	15,31
22,2	11,18
17,74	17,42
17,14	18,53
23,1	13,15
22,34	13,56
16,49	18,69
21,79	13,09
21,49	12,19
21,09	9,69
18,8	16,04
19,91	14,73
20,48	12,55
18,52	16,88
16,56	20,29
21,36	13,19
18,48	12,8
17,48	15,39
23,73	14,79
18,17	16,42
19,28	15,85
20,39	14,86
23,34	15,86
18,38	15,81
20,36	13,89
22,26	13,05
20,87	11,82
17,4	16,56
18,45	17,22
18,22	16,89
18,91	16,1
19,2	14,53
18,85	13,97
19,44	16,33
16,16	14,48
16,47	17,32
24,86	8,38
19,31	13,82
18,3	15,68
18,48	15,79
22,85	10,62
22,23	11,61
22,36	14,18
22,31	10,31
17,56	18,54
18,11	14,95
15,1	19,67
22,79	7,66
20,43	13,41
18,34	18,02
16,8	19,47
18,85	17,89
19,76	12,92
19,51	13,93
20,44	8,23
17,3	16,57
11,25	9,02
20,8	10,69
21,63	13,42
22,23	10,49
18,36	16,18
15,81	18,84
20,5	13,68
18,29	15,01
16,68	16,52
20,5	13,73
20,26	15,34
21,02	12,85
22,85	11,59
21,58	11,53
18,5	15,58
20,78	13,36
19,37	15,17
20,48	16,9
18,42	14,98
13,75	12,59
22,33	13,31
24,68	10,15
22,97	17,39
22,35	13,04
25,43	10,8
22,63	11,91
18,09	17,38
16,54	19,82
21,76	13,75
19,02	12,94
18,24	13,8
18,68	16,48
21,5	13,28
17,81	18,95
18,05	14,46
21,19	10,39
22,35	9,25
19,72	11,5
21,46	17,3
20,55	13,19
21,49	11,01
19,88	12,57
16,1	21,48
18,96	17,87
18,8	17,75
19,04	16,96
18,28	15,03
22,76	13,17
19,27	16,06
16,36	15,92
19,39	11,94
21,14	12,65
21,13	16,27
22,59	11,09
18,95	15,15
15,31	19,98
18,05	12,71
19,86	14,72
16,61	19,33
17,43	17,28
20,86	16,37
20,89	11,96
19,99	15,79
20,61	10,85
16,17	17,85
21,86	8,99
21,51	12,23
21,74	10,79
22,5	11,58
20,43	16,28
16,38	19,87
14,02	23,78
18,56	15,06
14,03	21,91
13,09	25,49
22,25	9,2
18,19	17,37
18	15,02
18,29	17,09
20,82	11,78
18,59	13,01
18,38	16,76
21,26	13,35
17,96	18,17
20,82	12,75
16,29	20,25
18,64	16,63
19,39	11,93
14,8	20,39
18,01	14,23
17,55	20,87
17,17	16,23
17,17	16,66
17,44	17,33
14,49	23,12
19,45	13,71
23,8	12,22
22,19	14,79
17,91	16,29
17,08	15,08
20,44	11,57
21,32	11,59
18,67	16,47
19,87	13,91
22,6	12,56
19,73	13,18
18,74	16,74
21,54	15,01
19,05	13,87
22,62	9,35
19,35	14,94
19,76	15,62
21,09	12,59
22,02	13,18
21,89	15,68
15,57	17,34
18,56	10,15
17,18	18,31
22,6	9,05
19,97	11,51
24,68	14,03
21,04	10,81
21,58	14,71
17,27	18,28
19,38	12,2
20,02	13,59
21,13	9,73
20,28	14,65
22,45	10,16
17,16	16,76
20,04	12,64
22,71	9,18
19,81	14,13
22,13	11,15
18,81	15,59
13,99	15,99
20,11	14,98
16,67	17,27
24,64	13,22
18,19	14,59
19,6	15,24
19,38	15,1
20,88	13,56
25,28	9,05
21,73	11,94
22,02	10,44
21,09	12,73
19,7	12,73
24,22	13,19
22,07	11,73
20,37	13,73
19,32	13,97
18,66	18,46
18,74	18,43
17,09	17,25
20,81	14,21
18,64	11,25
16,41	20,14
16,94	18,53
17,07	18,57
12,9	19,68
15,21	22,22
13,18	23,11
22,88	10,99
21,52	11,01
21,01	15,75
16,88	17,71
20,71	15,28
16,54	19,17
17,25	18,06
16,27	18,55
18,37	13,49
17,34	13,35
19,07	11,49
18,56	16
20,39	14,1
22,97	10,03
21,81	9,41
18,78	17,47
18,62	12,6
19,7	14,11
18,82	11,91
17,28	16,88
21,31	11
16,39	16,07
17,85	16,65
