273	 0,47 	0,83
274	 0,54 	0,83
275	 0,95 	0,77
276	 0,57 	0,62
277	 0,73 	0,66
278	 0,49 	0,83
279	 0,76 	0,72
280	 0,77 	0,66
281	 0,53 	0,7
282	 0,87 	0,75
283	 0,60 	0,81
284	 0,86 	0,7
285	 0,40 	0,76
286	 0,58 	0,73
287	 0,87 	0,75
288	 0,19 	0,7
289	 0,78 	0,71
290	 0,87 	0,93
291	 0,53 	0,93
292	 0,40 	0,8
293	 0,87 	0,78
294	 1,00 	0,84
295	 0,87 	0,67
296	 0,63 	0,69
297	 0,87 	0,89
298	 0,83 	0,75
299	 0,87 	0,76
300	 0,60 	0,8
301	 0,71 	0,85
302	 0,87 	0,73
303	 0,87 	0,85
304	 0,52 	0,79
305	 0,69 	0,81
306	 0,93 	0,76
307	 0,56 	0,74
308	 1,00 	0,8
309	 0,58 	0,75
310	 0,52 	0,85
311	 0,58 	0,83
312	 1,00 	0,89
313	 0,87 	0,78
314	 0,87 	0,85
315	 1,00 	0,83
316	 0,55 	0,8
317	 0,99 	0,82
318	 1,00 	0,86
319	 1,00 	0,79
320	 1,00 	0,82
321	 0,93 	0,77
322	 0,68 	0,8
323	 0,60 	0,69
324	 0,87 	0,77
325	 0,69 	0,75
326	 0,47 	0,74
327	 0,93 	0,83
328	 1,00 	0,76
329	 0,57 	0,71
330	 0,99 	0,93
331	 0,60 	0,84
332	 0,82 	0,78
333	 0,86 	0,77
334	 0,93 	0,89
335	 0,57 	0,82
336	 0,85 	0,84
337	 1,00 	0,69
338	 0,60 	0,82
339	 1,00 	0,88
340	 0,53 	0,71
341	 1,00 	0,66
342	 0,20 	0,87
343	 0,87 	0,77
344	 0,60 	0,6
345	 0,86 	0,8
346	 0,89 	0,74
347	 0,69 	0,72
348	 0,63 	0,65
349	 0,33 	0,86
350	 0,86 	0,83
351	 0,68 	0,77
352	 0,97 	0,73
353	 0,73 	0,77
354	 0,87 	0,58
355	 0,89 	0,69
356	 0,86 	0,86
357	 0,71 	0,78
358	 0,44 	0,83
359	 1,00 	0,74
360	 0,32 	0,79
361	 0,20 	0
362	 0,73 	0,78
363	 0   	0,83
364	 0,60 	0,76
365	 0,33 	0,73
366	 0,27 	0,77
367	 0,60 	0,77
368	 0,87 	0,67
369	 0,60 	0,79
370	 0,75 	0,75
371	 0,60 	0,85
372	 0,60 	0,83
373	 0,87 	0,79
374	 0,86 	0,87
375	 0,82 	0,71
376	 0,87 	0,84
377	 0,70 	0,84
378	 0,60 	0,78
379	 0,70 	0,79
380	 0,87 	0,8
381	 0,87 	0,75
382	 0,36 	0,72
383	 0,77 	0,74
384	 0,73 	0,82
385	 0,93 	0,71
386	 0,87 	0,79
387	 0,20 	0,81
388	 0,59 	0,69
389	 0,87 	0,78
390	 0,65 	0,61
391	 1,00 	0,79
392	 0,66 	0,88
393	 0,96 	0,72
394	 0,83 	0,84
395	 0,87 	0,76
396	 0,96 	0,78
397	 0,87 	0,74
398	 0,68 	0,82
399	 0,60 	0,75
400	 0,60 	0,78
401	 0,87 	0,79
402	 0,80 	0,82
403	 0,53 	0,79
404	 0,87 	0,84
405	 0,80 	0,72
406	 0,20 	0,75
407	 0,83 	0,83
408	 0,87 	0,81
409	 0,87 	0,82
410	 0,87 	0,85
411	 0,52 	0,76
412	 0,86 	0,79
413	 0,27 	0,72
414	 0,80 	0,85
415	 0,44 	0,72
416	 0,87 	0,74
417	 0,50 	0,8
418	 0,57 	0,79
419	 0,60 	0,76
420	 0,60 	0,66
421	 0,73 	0,93
422	 0,47 	0,79
423	 0,60 	0,8
424	 0,16 	0,75
425	 0,87 	0,7
426	 0,93 	0,68
427	 0,87 	0,95
428	 0,42 	0,83
429	 0,87 	0,84
430	 0,47 	0,71
431	 0,65 	0,79
432	 0,77 	0,69
433	 0,87 	0,83
434	 0,85 	0,77
435	 0,96 	0,81
436	 0,78 	0,76
437	 1,00 	0,85
438	 0,86 	0,86
439	 0,80 	0,79
440	 0,60 	0,76
441	 0,73 	0,84
442	 0,80 	0,68
443	 0,87 	0,84
444	 0,47 	0,79
445	 0,73 	0,84
446	 0,87 	0,88
447	 0,80 	0,81
448	 0,87 	0,85
449	 0,87 	0,8
450	 0,77 	0,73
451	 0,87 	0,73
452	 1,00 	0,81
453	 1,00 	0,81
454	 1,00 	0,71
455	 0,87 	0,72
456	 0,80 	0,7
457	 0,83 	0,71
458	 0,87 	0,75
459	 0,78 	0,85
460	 0,60 	0,86
461	 0,13 	0,72
462	 0,73 	0,67
463	 1,00 	0,8
464	 0,60 	0,76
465	 0,87 	0,74
466	 0,96 	0,7
467	 0,87 	0,77
468	 0,87 	0,74
469	 0,48 	0,76
470	 0,60 	0,77
471	 1,00 	0,79
472	 0,81 	0,82
473	 0,66 	0,79
474	 0,87 	0,88
475	 0,73 	0,7
476	 0,26 	0,85
477	 0,40 	0,72
478	 0,81 	0,77
479	 0,67 	0,63
480	 0,81 	0,86
481	 0,73 	0,81
482	 0,60 	0,86
483	 0,60 	0,82
484	 0,87 	0
485	 0,87 	0
486	 0,85 	0,85
487	 0,70 	0,86
488	 1,00 	0,9
489	 0,34 	0,74
490	 0,87 	0,7
491	 0,41 	0,83
492	 0,14 	0,84
493	 0,87 	0,71
494	 0,67 	0,69
495	 0,71 	0,65
496	 0,76 	0,65
497	 0,73 	0,75
498	 0,73 	0,82
499	 0,73 	0,73
500	 0,75 	0,8
501	 0,46 	0,82
502	 1,00 	0,76
503	 1,00 	0,8
504	 0,73 	0,8
505	 0,87 	0,82
506	 0,82 	0,87
507	 0,87 	0,78
508	 1,00 	0,86
509	 0,85 	0,79
510	 0,73 	0,7
511	 0,72 	0,69
512	 0,60 	0,7
513	 0,59 	0,79
514	 0,57 	0,88
515	 0,93 	0,72
516	 0,81 	0,81
517	 0,58 	0,8
518	 0,52 	0,86
519	 1,00 	0,67
520	 0,55 	0,85
521	 0,87 	0,79
522	 0,87 	0,76
523	 0,87 	0,85
524	 0,90 	0,8
525	 0,81 	0,73
526	 0,60 	0,73
527	 0,42 	0,77
528	 0,60 	0,87
529	 1,00 	0,87
530	 0,55 	0,85
531	 0,86 	0,84
532	 0,45 	0,77
533	 0,60 	0,84
534	 0,73 	0,66
535	 0,73 	0,84
536	 0,60 	0,83
537	 1,00 	0,72
538	 0,46 	0,82
539	 0,73 	0,8
540	 0,99 	0,87
541	 0,87 	0,79
542	 0,80 	0,74
543	 0,38 	0,82
544	 0,53 	0,82
545	 0,77 	0,83
546	 0,20 	0
547	 0,73 	0,74
548	 0,83 	0,89
549	 0,57 	0,68
550	 0,87 	0,74
551	 0,93 	0,61
552	 0,60 	0
553	 0,48 	0,95
554	 0,55 	0,76
555	 0,83 	0,78
556	 0,84 	0,82
557	 0,87 	0,82
558	 1,00 	0,77
559	 0,83 	0,77
560	 0,63 	0,76
561	 0,30 	0,83
562	 0,87 	0
563	 0,73 	0,71
564	 0,81 	0,84
565	 0,77 	0,72
566	 0,60 	0,73
567	 0,59 	0,82
568	 0,60 	0,74
569	 0,73 	0,78
570	 0,86 	0
571	 0,36 	0,76
572	 0,99 	0,75
573	 0,80 	0,66
574	 1,00 	0,85
575	 1,00 	0,78
576	 0   	0,7
577	 0,87 	0,85
578	 1,00 	0,78
579	 0,76 	0,69
580	 0,73 	0,72
581	 0,59 	0,77
582	 0,77 	0,81
583	 0,79 	0,75
584	 0,72 	0,7
585	 0,87 	0,8
586	 0,75 	0,79
587	 1,00 	0,82
588	 0,83 	0,71
589	 0,83 	0,72
590	 0,01 	0,82
591	 0,87 	0,7
592	 0,87 	0,76
593	 0,98 	0,83
594	 0,87 	0,81
595	 0,68 	0,74
596	 0,94 	0,81
597	 0,84 	0,83
598	 0,81 	0,82
599	 0,33 	0,78
600	 0,71 	0,9
601	 0,60 	0,67
602	 0,93 	0,79
603	 0,87 	0
604	 0,87 	0,79
605	 0,87 	0,85
606	 0,56 	0,61
607	 0,51 	0,8
608	 0,60 	0,78
609	 0,87 	0,86
610	 0,87 	0,81
611	 0,84 	0,79
612	 0,60 	0,84
613	 0,60 	0,85
614	 0,87 	0,81
615	 0   	0
616	 0,60 	0,77
617	 0,47 	0,83
618	 0,60 	0,69
619	 0,80 	0,71
620	 0,87 	0,79
621	 0,73 	0,8
622	 0,63 	0,74
623	 0,97 	0,8
624	 0,13 	0,68
625	 0,40 	0,83
626	 0,98 	0,73
627	 1,00 	0,8
628	 0,60 	0,74
629	 0,73 	0,74
630	 0,64 	0,74
631	 0,87 	0,86
632	 0,69 	0,71
633	 0,73 	0,68
634	 0,69 	0,76
635	 0,52 	0,81
636	 0,87 	0,79
637	 0,52 	0,67
638	 1,00 	0,79
639	 0,67 	0,78
640	 1,00 	0,71
641	 0,92 	0,73
642	 0,69 	0,85
643	 0,46 	0,69
644	 0,91 	0,82
645	 1,00 	0,8
