47.922	1.003,58	48,11	0,19	-349	13,94	22,07	12,99	15.143	92,51	91,73
15.455	273,67	59,10	1,14	66	9,75	24,59	12,32	4.594	67,07	49,26
101.283	322,23	336,67	1,73	1.298	13,90	18,90	12,37	31.157	85,57	97,74
18.029	979,82	19,42	1,35	38	13,69	24,33	10,11	5.224	92,03	97,27
15.499	564,76	28,67	1,10	175	11,11	17,47	10,85	4.010	91,20	88,99
5.910	161,12	37,59	0,62	2	13,95	22,17	13,98	1.712	84,63	99,23
7.545	139,21	54,39	0,09	-31	10,05	19,15	14,20	2.288	91,98	96,71
153.980	639,58	251,11	1,06	435	14,78	20,36	11,84	46.503	94,25	96,62
44.658	200,82	252,08	3,18	1.439	17,28	22,31	8,88	13.296	90,11	83,31
38.674	705,24	55,83	0,45	-5	11,00	18,67	15,66	12.603	94,15	99,74
6.591	273,44	24,26	0,16	-30	13,74	19,63	14,50	2.024	94,20	99,89
71.625	706,6	103,02	0,41	-19	11,30	18,16	15,17	22.698	97,62	99,38
211.040	464,27	470,11	0,84	19	14,65	20,72	12,69	64.200	98,62	91,60
5.642	145,52	42,59	2,37	125	12,89	18,59	11,47	1.756	88,93	97,19
17.207	704,09	24,38	0,06	-153	13,80	23,39	13,17	5.296	54,45	91,25
44.162	141,4	347,06	2,67	1.064	15,19	19,82	11,48	13.545	97,82	90,07
47.005	368,52	127,91	0,07	-148	11,23	16,28	17,74	16.279	94,10	98,89
5.336	184,41	31,12	1,84	100	14,20	20,60	12,86	1.648	47,88	94,95
108.195	17,45	6.557,65	1,41	302	15,41	22,61	7,90	32.536	100	83,50
37.597	502,22	79,44	1,49	377	14,53	21,18	12,71	11.134	97,02	99,75
23.780	207,64	126,62	2,54	479	16,30	21,42	11,90	7.093	81,30	25,11
130.870	685,76	201,24	1,34	1.028	11,61	18,82	13,91	40.945	97,19	99,32
3.161	141,97	22,19	0,09	-38	12,37	22,73	12,06	970	84,44	98,50
11.756	374,28	32,47	0,83	58	11,62	18,65	15,87	3.891	100	68,11
4.147	415	10,22	0,57	-4	15,41	21,23	11,31	1.287	87,01	98,74
32.727	859,95	39,62	1,01	193	12,87	18,49	13,90	10.317	91,45	97,83
4.428	128,22	35,13	0,43	-11	13,82	21,20	14,78	1.373	95,34	96,33
2.792	56,69	53,22	1,96	43	12,17	19,16	12,40	854	61,19	85,63
369.710	431,17	896,81	1,13	1.886	14,26	18,24	14,55	118.243	96,38	95,90
18.711	582,96	33,04	0,73	100	12,86	16,73	16,87	5.786	83,42	99,14
19.256	812,75	23,35	0,36	-350	16,54	23,23	14,53	5.947	64,01	72,62
28.717	522,18	56,20	0,54	-117	16,31	24,01	11,35	8.803	81,15	28,83
4.842	255,47	18,88	0,10	-29	7,25	18,25	18,74	1.695	67,36	94,55
25.223	384,02	68,50	1,06	136	13,10	19,40	15,22	7.928	89,97	89,78
8.740	167,07	40,83	0,89	345	5,54	23,78	10,09	1.859	92,82	79,40
6.585	537,73	16,07	0,28	-14	14,79	10,10	10,52	1.765	48,81	94,30
91.658	402,87	237,14	1,04	318	13,13	20,70	12,12	27.922	98,10	99,28
61.372	809,49	78,41	0,85	101	13,65	20,04	12,22	18.153	98,04	98,61
275.786	580,71	490,14	0,79	597	12,40	18,79	13,24	84.441	97,33	98,45
6.699	48,76	146,92	1,69	105	12,78	18,87	14,59	2.217	100	76,64
71.385	571,54	127,83	0,58	174	13,08	17,92	15,50	22.858	98,83	98,71
82.498	414,16	203,34	0,52	-209	14,30	20,66	13,97	25.074	97,34	97,98
2.127	113,74	18,96	0,34	6	7,91	16,05	17,95	713	83,58	96,47
36.989	55,13	761,36	3,21	953	17,43	21,25	8,36	11.051	96,95	86,71
19.868	314,76	64,70	0,62	55	10,03	17,71	15,74	6.009	86,95	99,19
2.248	189,82	11,85	0,01	-9	8,89	20,14	18,01	710	80,12	94,73
11.243	598,77	20,99	2,82	293	13,58	22,34	8,62	3.210	97,60	99,48
5.023	166,55	31,94	1,44	46	14,11	19,27	13,59	1.559	93,03	99,72
4.352	154,49	28,34	0,15	-27	11,89	21,47	15,03	1.328	92,92	98,83
2.715	474,93	5,62	0,41	-40	15,29	19,84	16,55	920	81,39	96,76
16.255	225,21	73,42	0,43	-106	13,30	21,17	12,51	4.649	97,42	99,18
7.661	248,13	31,10	0,19	9	10,77	15,81	19,42	2.686	89,45	96,53
3.665	327,72	11,06	0,27	-20	6,88	16,27	19,61	1.255	77,39	70,68
3.202	311,71	10,12	0,36	-34	11,68	15,75	20,22	1.139	84,06	98,44
43.195	210,31	211,70	0,76	-131	16,18	22,04	11,61	12.978	80,26	76,90
