1	0,85	0,89
2	0,76	0,86
3	0,77	0,74
4	0,27	0,89
5	0,67	0,87
6	0,77	0,72
7	0,56	0,74
8	0,60	0,78
9	0,40	0,76
10	0,18	0,89
11	0,47	0,83
12	0,33	0,84
13	0,55	0,80
14	0,85	0,89
15	0,71	0,83
16	0,86	0,88
17	0,44	0,87
18	0,08	0,77
19	0,77	0,79
20	0,60	0,76
21	1,00	0,79
22	0,37	0,86
23	0,00	0,92
24	0,52	0,74
25	0,86	0,90
26	0,40	0,79
27	0,27	0,84
28	0,72	0,85
29	0,72	0,86
30	0,55	0,86
31	1,00	0,84
32	0,83	0,91
33	0,60	0,71
34	0,44	0,83
35	0,00	0,89
36	0,73	0,96
37	0,83	0,92
38	0,66	0,92
39	0,17	0,87
40	0,79	0,88
41	0,58	0,93
42	0,83	0,83
43	0,91	0,93
44	0,55	0,79
45	0,84	0,88
46	0,56	0,85
47	0,68	0,77
48	0,28	0,72
49	0,80	0,00
50	0,83	0,81
51	0,07	0,85
52	0,61	0,83
53	0,92	0,79
54	0,86	0,88
55	0,83	0,89
56	0,13	0,00
57	0,00	0,90
58	0,58	0,90
59	0,28	0,70
60	0,70	0,83
61	0,19	0,90
62	0,67	0,89
63	1,00	0,88
64	0,12	0,00
65	0,81	0,84
66	0,68	0,84
67	0,78	0,85
68	0,64	0,85
69	0,46	0,85
70	0,85	0,88
71	0,84	0,87
72	0,67	0,69
73	0,28	0,87
74	0,71	0,68
75	0,72	0,89
76	0,20	0,72
77	0,84	0,88
78	0,57	0,87
79	0,66	0,94
80	0,79	0,80
81	0,81	0,75
82	0,00	0,93
83	0,70	0,91
84	0,47	0,85
85	0,31	0,77
86	0,83	0,91
87	0,54	0,89
88	0,46	0,88
89	0,46	0,80
90	0,87	0,91
91	0,21	0,90
92	0,20	0,77
93	0,47	0,00
94	0,84	0,90
95	1,00	0,93
96	0,86	0,88
97	0,54	0,69
98	0,57	0,88
99	0,84	0,85
100	0,73	0,90
101	0,73	0,93
102	0,31	0,83
103	0,73	0,91
104	0,49	0,83
105	0,83	0,82
106	1,00	0,82
107	0,72	0,83
108	0,09	0,82
109	0,61	0,74
110	0,51	0,76
111	0,87	0,86
112	0,98	0,79
113	0,82	0,80
114	0,78	0,91
115	0,59	0,79
116	0,96	0,88
117	0,79	0,92
118	0,82	0,91
119	0,67	0,88
120	0,80	0,84
121	0,81	0,80
122	0,58	0,70
123	0,60	0,76
124	0,43	0,73
125	0,60	0,92
126	0,56	0,87
127	0,91	0,88
128	0,47	0,87
129	0,82	0,91
130	0,56	0,83
131	0,96	0,77
132	0,13	0,91
133	0,67	0,78
134	0,64	0,81
135	0,67	0,88
136	0,86	0,91
137	0,71	0,84
138	0,67	0,88
139	0,86	0,79
140	0,80	0,80
141	0,75	0,94
142	0,83	0,80
143	0,00	0,00
144	0,79	0,88
145	0,56	0,90
146	0,57	0,78
147	0,99	0,92
148	0,95	0,88
149	0,11	0,93
