1	0,72	1,00
2	0,62	0,57
3	0,67	0,53
4	0,00	0,16
5	0,71	0,87
6	0,00	0,87
7	0,00	0,20
8	0,78	1,00
9	0,83	0,69
10	0,80	0,32
11	0,75	0,60
12	0,69	0,33
13	0,73	0,47
14	0,82	0,87
15	0,00	0,87
16	0,68	0,87
17	0,84	0,96
18	0,79	0,00
19	0,69	0,92
20	0,64	0,72
21	0,00	0,87
22	0,74	0,87
23	0,76	0,20
24	0,57	0,69
25	0,00	0,50
26	0,67	0,60
27	0,83	0,30
28	0,70	0,60
29	0,72	0,47
30	0,77	0,86
31	0,51	0,80
32	0,82	0,87
33	0,68	0,87
34	0,73	0,87
35	0,81	0,53
36	0,78	0,68
37	0,71	0,83
38	0,88	0,60
39	0,83	0,20
40	0,74	0,86
41	0,80	0,60
42	0,74	0,82
43	0,75	0,73
44	0,00	0,60
45	0,68	0,84
46	0,00	0,60
47	0,73	0,78
48	0,68	0,80
49	0,67	0,47
50	0,79	0,87
51	0,71	0,60
52	0,71	0,73
53	0,64	1,00
54	0,00	0,87
55	0,79	0,87
56	0,78	0,52
57	0,00	0,86
58	0,00	0,73
59	0,86	1,00
60	0,72	0,33
61	0,83	0,48
62	0,00	0,87
63	0,70	0,73
64	0,74	0,73
65	0,62	0,89
66	0,68	0,69
67	0,73	0,67
68	0,68	0,63
69	0,69	0,69
70	0,78	0,55
71	0,81	0,87
72	0,63	0,67
73	0,82	0,33
74	0,82	0,84
75	0,78	0,73
76	0,00	0,03
77	0,67	0,75
78	0,70	0,60
79	0,84	0,76
80	0,00	0,93
81	0,85	0,70
82	0,00	0,20
83	0,81	0,87
84	0,70	0,81
85	0,82	0,87
86	0,73	0,92
87	0,71	0,67
88	0,00	0,87
89	0,84	0,47
90	0,77	0,85
91	0,77	0,87
92	0,74	0,20
93	0,69	1,00
94	0,60	0,87
95	0,80	0,96
96	0,75	0,60
97	0,65	0,80
98	0,71	0,77
99	0,80	0,87
100	0,76	0,44
101	0,81	0,60
102	0,77	0,27
103	0,00	0,33
104	0,74	0,73
105	0,73	0,87
106	0,64	1,00
107	0,69	1,00
108	0,76	0,68
109	0,63	0,73
110	0,74	0,78
111	0,70	0,87
112	0,72	1,00
113	0,68	0,77
114	0,84	0,57
115	0,65	1,00
116	0,60	0,99
117	0,60	0,86
118	0,83	0,87
119	0,80	0,81
120	0,00	0,78
121	0,77	0,93
122	0,73	0,41
123	0,76	1,00
124	0,82	0,94
125	0,76	0,60
126	0,84	0,77
127	0,00	0,78
128	0,80	0,76
129	0,00	0,87
130	0,74	0,68
131	0,57	0,73
