376	222
18	21
314	169
51	76
147	129
43	39
29	48
427	318
42	20
29	20
55	40
180	121
34	24
90	65
70	30
161	176
19	15
49	13
817	1.489
249	158
86	74
341	352
28	48
717	603
532	93
57	22
47	17
520	512
65	26
528	278
119	182
2.304	2.216
168	202
25	23
71	25
21	17
1.462	1.565
844	791
13	6
69	60
48	55
80	42
54	39
268	421
525	741
13	8
818	751
893	1.209
135	93
43	35
121	47
998	557
111	199
9	1
88	70
114	128
16	22
101	53
177	242
200	230
39	11
180	177
1.491	1.095
431	195
1.745	2.502
158	192
459	416
2.917	2.921
721	774
26	13
144	98
291	495
87	29
1.163	623
324	380
140	155
92	74
106	90
300	317
116	163
33	5
12	5
25	14
96	84
9	11
1.317	671
1.461	1.744
38	22
32	13
195	196
154	213
201	176
361	93
53	24
42	33
307	387
875	685
290	213
265	131
155	125
22	16
414	788
20	8
300	236
586	509
54	37
335	317
77	23
6.467	7.334
544	661
612	458
68	37
117	226
12	15
453	175
30	26
40	22
883	704
216	92
399	362
1.435	1.509
1.793	2.726
246	136
558	236
29	36
236	186
972	1.065
41	31
48	106
233	102
184	182
149	86
79	89
119	77
50	24
243	125
57	68
295	205
203	77
95	130
49	20
110	40
21	30
512	589
92	89
1.718	1.888
367	339
66	40
25	11
701	399
1.047	948
372	378
191	184
3.914	4.781
12	10
208	77
36	22
244	156
52	11
44	36
502	250
117	126
57	71
74	65
277	257
95	187
21	6
19	12
1.451	1.989
711	991
16	4
101	81
403	273
47	23
48	29
14	4
74	44
72	58
304	115
38	36
713	469
9	6
1.258	1.147
28	4
45	17
129	50
25	35
3.329	2.489
1.186	1.153
758	826
26	5
92	65
435	273
57	17
25	11
204	92
107	50
48	19
67	72
60	27
436	231
133	185
604	192
241	39
86	79
116	105
26	18
70	47
601	248
173	312
887	821
171	59
462	258
2.579	2.871
8.139	10.146
65	36
53	14
122	83
30	39
1.262	1.577
64	98
85	55
60	27
253	124
94	120
76	62
321	407
954	867
66	66
197	92
183	138
186	131
68	121
480	483
84	148
213	140
231	306
1.155	1.715
64	37
60	26
39	26
111	53
108	122
37	71
28	45
59	48
183	36
68	102
62	51
86	44
250	120
395	182
94	164
18	13
1.327	2.000
28	20
2.738	4.218
1.885	1.101
1.197	769
1.283	1.130
640	473
31	37
216	151
207	137
106	63
76	21
2.489	2.634
473	386
220	302
610	664
182	104
86	141
70	32
68	46
977	1.284
184	269
501	187
62	43
757	962
1.467	1.430
154	33
274	274
179	300
713	601
27	47
527	678
374	343
192	277
833	785
47	28
102	78
39	12
304	289
35	21
4	11
1.947	1.995
239	113
415	474
382	575
74	139
312	156
62	29
47	30
830	731
567	326
1.786	2.248
59	51
588	571
569	542
26	3
163	176
238	159
16	10
120	52
64	21
45	39
16	6
166	78
98	46
49	12
61	23
268	254
439	772
78	42
23	17
130	56
15	8
30	20
2.285	2.531
25	10
414	263
571	660
2.683	3.420
39	52
43	22
8	11
333	124
84	93
30	33
392	425
331	231
211	83
498	542
54	32
722	491
3.090	3.531
920	597
620	606
36	22
48	10
516	1.019
34	33
388	434
214	304
201	163
84	22
397	498
66	132
313	130
78	92
16	10
46	29
31	24
41	36
54	97
130	114
105	89
287	68
47	19
45	41
75	22
11	3
2	0
49	29
208	159
41	8
35	16
49	15
171	362
31	18
390	472
86	23
71	49
20	11
458	476
26	17
70	43
20	29
335	191
4.365	5.719
29	30
306	275
1.114	941
157	38
146	70
130	84
103	68
70	28
139	63
223	196
223	117
452	217
249	346
29	26
281	79
53	29
144	97
61	55
275	235
19	21
166	70
77	40
288	433
12	8
140	103
367	270
65	31
33	7
210	93
185	177
34	10
150	214
618	426
364	268
62	39
847	1.562
81	18
481	464
266	193
1.570	1.561
125	105
86	81
42	7
84	74
195	245
2.226	2.374
427	178
299	268
61	74
91	102
238	206
551	378
107	81
315	196
50	11
46	26
679	718
47	27
173	208
43	52
341	214
31	6
32	31
60	23
101	70
370	381
429	358
148	137
111	158
12	7
172	149
2.004	3.122
39	40
21	25
95	42
404	225
1.412	1.670
374	223
352	238
11	6
107	56
40	26
85	100
65	54
41	38
390	231
54	88
195	120
44	39
798	945
63	22
16	15
101	48
283	132
72	28
92	86
11	2
54	55
810	1.514
4.957	5.479
40	43
138	119
102	75
923	1.699
147	149
287	288
157	96
86	38
160	127
118	69
30	13
28	15
44	35
33	11
61	50
87	53
174	204
70	32
17	24
675	815
288	266
150	117
24	18
84	70
86	48
934	948
141	125
59	10
19	48
13	8
199	107
506	270
37	38
545	207
89	183
426	772
65	35
54	25
33	16
231	161
42	15
267	187
5	6
20	1
807	1.125
222	92
3.196	4.662
67	49
228	175
53	52
74	56
68	95
21	16
35	18
1.903	2.514
154	182
4.825	5.699
983	1.715
1.497	1.242
35	21
588	505
43	5
4	5
27	5
552	211
152	85
64	107
487	288
2.855	4.899
4.043	4.656
188	333
146	301
388	219
424	275
73.131	119.145
301	341
104	48
653	584
674	721
112	77
161	83
2.222	2.220
196	100
84	38
25	18
121	61
188	225
404	262
1.014	981
241	359
138	51
59	49
375	242
3.107	2.731
59	44
1.635	2.066
29	15
2.373	2.626
104	79
91	73
2.413	2.997
57	23
116	53
55	45
49	49
132	123
455	366
72	58
90	65
23	5
570	447
485	200
31	11
56	46
109	72
889	537
2.066	2.425
26	11
195	121
43	33
171	222
52	15
31	18
68	121
7	2
179	257
74	30
24	21
906	726
186	69
29	9
14	5
28	42
854	1.290
38	23
106	104
17	13
172	90
13	10
138	124
105	69
521	631
272	127
56	61
323	255
361	451
782	993
139	133
157	274
104	92
36	39
11	2
572	449
1.063	884
14	2
